Ball,Runs,Bowler,Batsman,Speed,Pitch Length,Pitch Line
12.4,0,N Coulter-Nile,S Hope,133.4 km/h,good length,just outside off stump.
12.3,1,N Coulter-Nile,N Pooran,125.7 km/h,good length,just outside off stump.
12.2,1,N Coulter-Nile,S Hope,133.6 km/h,short length,on middle stump.
12.1,1,N Coulter-Nile,N Pooran,136.2 km/h,good length,on leg stump.
11.6,0,G Maxwell,S Hope,91.0 km/h,short length,outside off stump.
11.5,1,G Maxwell,N Pooran,91.6 km/h,short length,just outside off stump.
11.4,1,G Maxwell,S Hope,92.2 km/h,good length,on leg stump.
11.3,3,G Maxwell,N Pooran,90.9 km/h,full length,on middle stump.
11.2,4,G Maxwell,N Pooran,90.7 km/h,short length,just outside off stump.
11.1,1,G Maxwell,S Hope,84.0 km/h,good length,going down leg.
10.6,1,P Cummins,S Hope,130.4 km/h,short length,just outside off stump.
10.5,0,P Cummins,S Hope,136.0 km/h,short length,just outside off stump.
10.5,1Wd,P Cummins,S Hope,,,
10.4,0,P Cummins,S Hope,130.4 km/h,short length,on middle stump.
10.3,0,P Cummins,S Hope,134.5 km/h,short length,on middle stump.
10.3,1Wd,P Cummins,S Hope,,,
10.3,1Wd,P Cummins,S Hope,,,
10.2,0,P Cummins,S Hope,140.3 km/h,short length,just outside off stump.
10.1,0,P Cummins,S Hope,142.4 km/h,short length,on leg stump.
9.6,1,N Coulter-Nile,S Hope,135.2 km/h,good length,just outside off stump.
9.5,2,N Coulter-Nile,S Hope,135.4 km/h,good length,on leg stump.
9.4,1,N Coulter-Nile,N Pooran,132.3 km/h,short length,just outside off stump.
9.3,0,N Coulter-Nile,N Pooran,137.7 km/h,good length,on middle stump.
9.2,0,N Coulter-Nile,N Pooran,134.1 km/h,short length,just outside off stump.
9.1,0,N Coulter-Nile,N Pooran,135.7 km/h,full length,on off stump.
8.6,0,P Cummins,S Hope,139.9 km/h,full length,outside off stump.
8.5,0,P Cummins,S Hope,141.3 km/h,short length,on middle stump.
8.4,0,P Cummins,S Hope,137.2 km/h,good length,going down leg.
8.3,0,P Cummins,S Hope,143.0 km/h,good length,on middle stump.
8.2,0,P Cummins,S Hope,141.1 km/h,short length,on middle stump.
8.1,0,P Cummins,S Hope,137.7 km/h,good length,just outside off stump.
7.6,4,N Coulter-Nile,N Pooran,134.7 km/h,short length,just outside off stump.
7.5,4,N Coulter-Nile,N Pooran,136.1 km/h,short length,just outside off stump.
7.4,0,N Coulter-Nile,N Pooran,135.5 km/h,short length,just outside off stump.
7.3,1,N Coulter-Nile,S Hope,135.3 km/h,good length,on middle stump.
7.2,0,N Coulter-Nile,S Hope,134.4 km/h,short length,outside off stump.
7.1,0,N Coulter-Nile,S Hope,134.1 km/h,full length,outside off stump.
6.6,0,M Starc,N Pooran,143.8 km/h,full length,just outside off stump.
6.5,0,M Starc,N Pooran,149.0 km/h,good length,just outside off stump.
6.4,0,M Starc,N Pooran,144.0 km/h,short length,just outside off stump.
6.3,4,M Starc,N Pooran,149.4 km/h,full length,on middle stump.
6.2,2,M Starc,N Pooran,143.5 km/h,full length,on middle stump.
6.1,4,M Starc,N Pooran,143.9 km/h,full length,outside off stump.
5.6,0,P Cummins,S Hope,137.9 km/h,short length,just outside off stump.
5.5,0,P Cummins,S Hope,135.3 km/h,short length,on middle stump.
5.4,0,P Cummins,S Hope,138.2 km/h,full length,just outside off stump.
5.3,0,P Cummins,S Hope,138.8 km/h,short length,going down leg.
5.2,0,P Cummins,S Hope,141.6 km/h,good length,just outside off stump.
5.1,0,P Cummins,S Hope,132.1 km/h,short length,on leg stump.
4.6,0,M Starc,N Pooran,,,
4.5,W,M Starc,C Gayle,,,
4.4,2,M Starc,C Gayle,,,
4.3,1,M Starc,S Hope,147.8 km/h,full length,on leg stump.
4.3,1Wd,M Starc,S Hope,,,
4.2,0,M Starc,S Hope,143.9 km/h,full length,just outside off stump.
4.1,0,M Starc,S Hope,150.6 km/h,good length,on leg stump.
3.6,4,P Cummins,C Gayle,135.3 km/h,short length,outside off stump.
3.5,2,P Cummins,C Gayle,135.6 km/h,short length,just outside off stump.
3.4,4,P Cummins,C Gayle,139.2 km/h,short length,outside off stump.
3.3,4,P Cummins,C Gayle,139.8 km/h,full length,just outside off stump.
3.2,1,P Cummins,S Hope,140.2 km/h,good length,on leg stump.
3.1,0,P Cummins,S Hope,137.9 km/h,good length,just outside off stump.
2.6,0,M Starc,C Gayle,147.5 km/h,full toss,going down leg.
2.6,1Wd,M Starc,C Gayle,,,
2.5,0,M Starc,C Gayle,146.4 km/h,full length,on off stump.
2.4,4,M Starc,C Gayle,141.0 km/h,short length,on off stump.
2.3,0,M Starc,C Gayle,143.4 km/h,short length,just outside off stump.
2.2,0,M Starc,C Gayle,142.9 km/h,short length,outside off stump.
2.1,0,M Starc,C Gayle,150.3 km/h,good length,on middle stump.
1.6,0,P Cummins,S Hope,137.3 km/h,short length,on middle stump.
1.5,0,P Cummins,S Hope,138.0 km/h,full length,going down leg.
1.4,W,P Cummins,E Lewis,138.5 km/h,good length,outside off stump.
1.3,0,P Cummins,E Lewis,141.2 km/h,full length,just outside off stump.
1.2,0,P Cummins,E Lewis,139.6 km/h,good length,outside off stump.
1.1,0,P Cummins,E Lewis,140.1 km/h,good length,outside off stump.
0.6,0,M Starc,C Gayle,151.5 km/h,good length,just outside off stump.
0.5,0,M Starc,C Gayle,140.2 km/h,good length,on middle stump.
0.4,0,M Starc,C Gayle,96.4 km/h,short length,on middle stump.
0.3,0,M Starc,C Gayle,144.7 km/h,short length,on middle stump.
0.2,1,M Starc,E Lewis,145.2 km/h,good length,going down leg.
0.1,1,M Starc,C Gayle,142.2 km/h,good length,going down leg.
0.1,5Wd,M Starc,C Gayle,,,
48.6,W,C Brathwaite,M Starc,130.3 km/h,full length,just outside off stump.
48.5,0,C Brathwaite,M Starc,127.8 km/h,short length,going down leg.
48.4,4,C Brathwaite,M Starc,124.8 km/h,short length,on middle stump.
48.3,0,C Brathwaite,M Starc,124.8 km/h,short length,on middle stump.
48.2,W,C Brathwaite,N Coulter-Nile,127.2 km/h,full length,outside off stump.
48.1,2,C Brathwaite,N Coulter-Nile,129.9 km/h,full toss,outside off stump.
47.6,2,O Thomas,M Starc,136.5 km/h,full length,outside off stump.
47.5,2,O Thomas,M Starc,133.5 km/h,full length,on middle stump.
47.4,0,O Thomas,M Starc,135.7 km/h,short length,going down leg.
47.3,1,O Thomas,N Coulter-Nile,137.2 km/h,full toss,just outside off stump.
47.2,0,O Thomas,N Coulter-Nile,138.5 km/h,full length,outside off stump.
47.1,0,O Thomas,N Coulter-Nile,136.8 km/h,full toss,outside off stump.
46.6,0,C Brathwaite,M Starc,111.1 km/h,short length,going down leg.
46.5,0,C Brathwaite,M Starc,122.5 km/h,short length,on middle stump.
46.4,1,C Brathwaite,N Coulter-Nile,131.6 km/h,full toss,outside off stump.
46.3,4,C Brathwaite,N Coulter-Nile,108.1 km/h,short length,on middle stump.
46.2,4,C Brathwaite,N Coulter-Nile,128.1 km/h,full length,outside off stump.
46.1,W,C Brathwaite,P Cummins,123.8 km/h,short length,just outside off stump.
45.6,1,S Cotterrell,P Cummins,138.1 km/h,full length,just outside off stump.
45.5,1,S Cotterrell,N Coulter-Nile,139.1 km/h,short length,just outside off stump.
45.4,6,S Cotterrell,N Coulter-Nile,132.8 km/h,full length,on off stump.
45.3,6,S Cotterrell,N Coulter-Nile,130.0 km/h,short length,on middle stump.
45.2,1,S Cotterrell,P Cummins,132.2 km/h,good length,on off stump.
45.1,1,S Cotterrell,N Coulter-Nile,135.5 km/h,full length,going down leg.
44.6,0,O Thomas,P Cummins,131.4 km/h,full length,on middle stump.
44.5,0,O Thomas,P Cummins,136.7 km/h,good length,outside off stump.
44.4,0,O Thomas,P Cummins,143.1 km/h,short length,outside off stump.
44.3,1,O Thomas,N Coulter-Nile,123.0 km/h,short length,outside off stump.
44.3,1Wd,O Thomas,N Coulter-Nile,,,
44.3,1Wd,O Thomas,N Coulter-Nile,,,
44.2,W,O Thomas,S Smith,134.3 km/h,good length,outside off stump.
44.1,4,O Thomas,S Smith,129.2 km/h,full length,just outside off stump.
43.6,1,A Nurse,S Smith,92.9 km/h,short length,outside off stump.
43.6,1Wd,A Nurse,S Smith,,,
43.5,1,A Nurse,N Coulter-Nile,102.9 km/h,full length,going down leg.
43.4,2,A Nurse,N Coulter-Nile,97.6 km/h,good length,outside off stump.
43.3,1,A Nurse,S Smith,94.4 km/h,full length,just outside off stump.
43.2,1,A Nurse,N Coulter-Nile,95.6 km/h,short length,on middle stump.
43.2,1Wd,A Nurse,N Coulter-Nile,,,
43.1,4,A Nurse,N Coulter-Nile,89.5 km/h,short length,going down leg.
42.6,1,C Brathwaite,N Coulter-Nile,115.9 km/h,good length,on off stump.
42.5,6,C Brathwaite,N Coulter-Nile,128.4 km/h,full toss,on leg stump.
42.4,2,C Brathwaite,N Coulter-Nile,109.2 km/h,short length,just outside off stump.
42.3,1,C Brathwaite,S Smith,127.9 km/h,good length,on middle stump.
42.2,4,C Brathwaite,S Smith,126.9 km/h,good length,outside off stump.
42.2,1Wd,C Brathwaite,S Smith,,,
42.1,0,C Brathwaite,S Smith,110.4 km/h,short length,going down leg.
41.6,1,A Nurse,S Smith,93.6 km/h,good length,just outside off stump.
41.5,0,A Nurse,S Smith,92.7 km/h,good length,on middle stump.
41.4,0,A Nurse,S Smith,90.5 km/h,good length,just outside off stump.
41.3,1,A Nurse,N Coulter-Nile,95.5 km/h,good length,going down leg.
41.2,1,A Nurse,S Smith,84.6 km/h,full length,on leg stump.
41.1,1,A Nurse,N Coulter-Nile,94.0 km/h,good length,just outside off stump.
40.6,1,C Brathwaite,N Coulter-Nile,129.6 km/h,full toss,going down leg.
40.5,1,C Brathwaite,S Smith,126.1 km/h,good length,just outside off stump.
40.4,0,C Brathwaite,S Smith,127.6 km/h,full length,outside off stump.
40.3,1,C Brathwaite,N Coulter-Nile,105.6 km/h,good length,outside off stump.
40.2,4,C Brathwaite,N Coulter-Nile,129.6 km/h,full toss,going down leg.
40.1,1,C Brathwaite,S Smith,124.6 km/h,full length,on middle stump.
39.6,1,A Nurse,S Smith,89.5 km/h,full length,just outside off stump.
39.5,0,A Nurse,S Smith,89.9 km/h,good length,on off stump.
39.4,0,A Nurse,S Smith,86.8 km/h,good length,just outside off stump.
39.3,1,A Nurse,N Coulter-Nile,89.7 km/h,good length,outside off stump.
39.2,1,A Nurse,S Smith,92.4 km/h,good length,just outside off stump.
39.1,1,A Nurse,N Coulter-Nile,89.5 km/h,good length,on leg stump.
38.6,1,A Russell,N Coulter-Nile,134.4 km/h,short length,just outside off stump.
38.5,0,A Russell,N Coulter-Nile,134.7 km/h,full length,going down leg.
38.4,6,A Russell,N Coulter-Nile,134.0 km/h,full length,going down leg.
38.3,0,A Russell,N Coulter-Nile,129.4 km/h,short length,going down leg.
38.2,0,A Russell,N Coulter-Nile,115.7 km/h,full length,on middle stump.
38.1,0,A Russell,N Coulter-Nile,134.3 km/h,short length,just outside off stump.
37.6,1,S Cotterrell,N Coulter-Nile,136.2 km/h,good length,on middle stump.
37.6,1Wd,S Cotterrell,N Coulter-Nile,,,
37.5,1,S Cotterrell,S Smith,141.3 km/h,short length,on middle stump.
37.4,2,S Cotterrell,S Smith,134.6 km/h,good length,just outside off stump.
37.3,0,S Cotterrell,S Smith,135.6 km/h,short length,on leg stump.
37.2,0,S Cotterrell,S Smith,130.3 km/h,good length,just outside off stump.
37.1,1,S Cotterrell,N Coulter-Nile,137.1 km/h,full length,just outside off stump.
36.6,1,A Russell,N Coulter-Nile,,,
36.5,2,A Russell,N Coulter-Nile,120.0 km/h,full length,just outside off stump.
36.4,4,A Russell,N Coulter-Nile,136.1 km/h,short length,on leg stump.
36.3,0,A Russell,N Coulter-Nile,139.8 km/h,full length,going down leg.
36.2,1,A Russell,S Smith,122.4 km/h,short length,just outside off stump.
36.1,0,A Russell,S Smith,135.3 km/h,short length,just outside off stump.
35.6,1,S Cotterrell,S Smith,133.1 km/h,full length,on leg stump.
35.5,0,S Cotterrell,S Smith,132.5 km/h,short length,just outside off stump.
35.4,4,S Cotterrell,S Smith,135.7 km/h,good length,outside off stump.
35.3,0,S Cotterrell,S Smith,127.1 km/h,full length,outside off stump.
35.2,0,S Cotterrell,S Smith,120.1 km/h,short length,going down leg.
35.1,1,S Cotterrell,N Coulter-Nile,130.2 km/h,full toss,just outside off stump.
34.6,1,A Russell,N Coulter-Nile,137.8 km/h,short length,just outside off stump.
34.5,0,A Russell,N Coulter-Nile,139.4 km/h,full length,on leg stump.
34.4,2,A Russell,N Coulter-Nile,115.0 km/h,good length,on middle stump.
34.4,1Wd,A Russell,N Coulter-Nile,,,
34.4,1Wd,A Russell,N Coulter-Nile,,,
34.3,4,A Russell,N Coulter-Nile,136.3 km/h,short length,going down leg.
34.2,0,A Russell,N Coulter-Nile,111.3 km/h,short length,outside off stump.
34.1,0,A Russell,N Coulter-Nile,129.0 km/h,short length,just outside off stump.
33.6,1,O Thomas,N Coulter-Nile,136.6 km/h,short length,going down leg.
33.5,4,O Thomas,N Coulter-Nile,139.5 km/h,full length,going down leg.
33.4,0,O Thomas,N Coulter-Nile,132.5 km/h,full length,on off stump.
33.4,1Wd,O Thomas,N Coulter-Nile,,,
33.3,2,O Thomas,N Coulter-Nile,136.3 km/h,short length,on middle stump.
33.2,4,O Thomas,N Coulter-Nile,140.8 km/h,full length,on leg stump.
33.1,1,O Thomas,S Smith,138.0 km/h,good length,going down leg.
32.6,3,A Russell,S Smith,131.3 km/h,good length,outside off stump.
32.5,0,A Russell,S Smith,131.5 km/h,short length,just outside off stump.
32.4,0,A Russell,S Smith,133.0 km/h,short length,just outside off stump.
32.3,0,A Russell,S Smith,134.6 km/h,full length,on off stump.
32.2,1,A Russell,N Coulter-Nile,134.4 km/h,full length,just outside off stump.
32.1,0,A Russell,N Coulter-Nile,133.1 km/h,good length,on middle stump.
31.6,0,O Thomas,S Smith,132.2 km/h,short length,on middle stump.
31.5,1,O Thomas,N Coulter-Nile,133.3 km/h,full length,on off stump.
31.4,0,O Thomas,N Coulter-Nile,129.9 km/h,short length,on middle stump.
31.3,0,O Thomas,N Coulter-Nile,130.5 km/h,short length,going down leg.
31.2,0,O Thomas,N Coulter-Nile,134.0 km/h,full length,on middle stump.
31.1,0,O Thomas,N Coulter-Nile,132.7 km/h,full toss,going down leg.
30.6,1,A Russell,N Coulter-Nile,133.8 km/h,short length,on middle stump.
30.5,0,A Russell,N Coulter-Nile,139.1 km/h,full length,just outside off stump.
30.4,W,A Russell,A Carey,131.7 km/h,good length,outside off stump.
30.3,1,A Russell,S Smith,131.4 km/h,good length,on off stump.
30.2,0,A Russell,S Smith,128.6 km/h,good length,on off stump.
30.1,0,A Russell,S Smith,128.6 km/h,full length,on leg stump.
29.6,1,A Nurse,S Smith,91.0 km/h,good length,just outside off stump.
29.5,1,A Nurse,A Carey,83.8 km/h,full length,on middle stump.
29.4,0,A Nurse,A Carey,78.4 km/h,short length,outside off stump.
29.3,1,A Nurse,S Smith,90.4 km/h,good length,just outside off stump.
29.2,0,A Nurse,S Smith,82.6 km/h,good length,just outside off stump.
29.1,0,A Nurse,S Smith,83.8 km/h,good length,just outside off stump.
28.6,2,C Brathwaite,A Carey,131.3 km/h,short length,going down leg.
28.5,2,C Brathwaite,A Carey,134.5 km/h,short length,just outside off stump.
28.4,0,C Brathwaite,A Carey,122.1 km/h,short length,on middle stump.
28.3,1,C Brathwaite,S Smith,128.0 km/h,good length,going down leg.
28.2,0,C Brathwaite,S Smith,124.3 km/h,full length,just outside off stump.
28.1,1,C Brathwaite,A Carey,121.4 km/h,full length,just outside off stump.
27.6,1,A Nurse,A Carey,81.4 km/h,good length,just outside off stump.
27.5,1,A Nurse,S Smith,86.5 km/h,good length,on off stump.
27.4,0,A Nurse,S Smith,82.7 km/h,full length,outside off stump.
27.3,1,A Nurse,A Carey,81.2 km/h,full toss,going down leg.
27.2,4,A Nurse,A Carey,86.5 km/h,good length,on middle stump.
27.1,1,A Nurse,S Smith,85.1 km/h,full length,just outside off stump.
26.6,0,J Holder,A Carey,134.4 km/h,short length,outside off stump.
26.5,2,J Holder,A Carey,131.2 km/h,short length,going down leg.
26.4,0,J Holder,A Carey,134.2 km/h,full length,just outside off stump.
26.3,4,J Holder,A Carey,136.2 km/h,good length,outside off stump.
26.2,1,J Holder,S Smith,129.0 km/h,full length,just outside off stump.
26.1,0,J Holder,S Smith,140.0 km/h,good length,just outside off stump.
25.6,0,S Cotterrell,A Carey,137.8 km/h,short length,just outside off stump.
25.5,1,S Cotterrell,S Smith,,,
25.4,0,S Cotterrell,S Smith,128.9 km/h,good length,on leg stump.
25.3,1,S Cotterrell,A Carey,133.6 km/h,good length,on off stump.
25.2,0,S Cotterrell,A Carey,131.5 km/h,short length,just outside off stump.
25.1,1,S Cotterrell,S Smith,140.7 km/h,short length,just outside off stump.
24.6,0,J Holder,A Carey,126.6 km/h,good length,outside off stump.
24.5,1,J Holder,S Smith,130.0 km/h,short length,on leg stump.
24.4,1,J Holder,A Carey,128.0 km/h,short length,just outside off stump.
24.3,0,J Holder,A Carey,135.8 km/h,good length,outside off stump.
24.2,3,J Holder,S Smith,134.8 km/h,full length,on middle stump.
24.1,4,J Holder,S Smith,130.9 km/h,short length,just outside off stump.
23.6,4,S Cotterrell,A Carey,129.7 km/h,full length,outside off stump.
23.5,1,S Cotterrell,S Smith,133.0 km/h,short length,on middle stump.
23.4,1,S Cotterrell,A Carey,134.7 km/h,good length,on off stump.
23.3,4,S Cotterrell,A Carey,136.6 km/h,short length,outside off stump.
23.2,4,S Cotterrell,A Carey,131.2 km/h,short length,outside off stump.
23.1,0,S Cotterrell,A Carey,135.1 km/h,short length,just outside off stump.
22.6,1,O Thomas,A Carey,133.4 km/h,short length,on off stump.
22.5,4,O Thomas,A Carey,135.6 km/h,full length,just outside off stump.
22.4,0,O Thomas,A Carey,134.2 km/h,short length,just outside off stump.
22.3,4,O Thomas,A Carey,137.8 km/h,short length,just outside off stump.
22.2,0,O Thomas,A Carey,141.7 km/h,short length,outside off stump.
22.1,1,O Thomas,S Smith,139.2 km/h,good length,on leg stump.
21.6,0,J Holder,A Carey,127.4 km/h,short length,just outside off stump.
21.5,0,J Holder,A Carey,129.4 km/h,short length,on off stump.
21.4,0,J Holder,A Carey,129.0 km/h,short length,on middle stump.
21.3,0,J Holder,A Carey,131.0 km/h,short length,on middle stump.
21.2,0,J Holder,A Carey,133.5 km/h,good length,just outside off stump.
21.1,0,J Holder,A Carey,132.9 km/h,short length,just outside off stump.
20.6,1,O Thomas,A Carey,137.3 km/h,good length,outside off stump.
20.5,1,O Thomas,S Smith,,,
20.4,0,O Thomas,S Smith,136.9 km/h,short length,on off stump.
20.3,1,O Thomas,A Carey,136.1 km/h,short length,outside off stump.
20.2,0,O Thomas,A Carey,135.4 km/h,good length,outside off stump.
20.1,0,O Thomas,A Carey,138.0 km/h,full toss,outside off stump.
19.6,0,J Holder,S Smith,131.5 km/h,short length,on middle stump.
19.5,1,J Holder,A Carey,128.3 km/h,short length,on middle stump.
19.4,0,J Holder,A Carey,131.7 km/h,good length,just outside off stump.
19.3,0,J Holder,A Carey,127.1 km/h,short length,outside off stump.
19.2,0,J Holder,A Carey,130.7 km/h,short length,just outside off stump.
19.1,0,J Holder,A Carey,126.3 km/h,short length,outside off stump.
18.6,0,O Thomas,S Smith,135.0 km/h,short length,just outside off stump.
18.6,1Wd,O Thomas,S Smith,,,
18.5,0,O Thomas,S Smith,133.6 km/h,short length,on leg stump.
18.5,1Wd,O Thomas,S Smith,,,
18.4,0,O Thomas,S Smith,137.6 km/h,good length,just outside off stump.
18.3,0,O Thomas,S Smith,133.7 km/h,short length,going down leg.
18.2,0,O Thomas,S Smith,133.2 km/h,full length,on off stump.
18.1,0,O Thomas,S Smith,132.5 km/h,full length,just outside off stump.
17.6,0,C Brathwaite,A Carey,130.8 km/h,short length,just outside off stump.
17.5,0,C Brathwaite,A Carey,121.8 km/h,short length,just outside off stump.
17.4,0,C Brathwaite,A Carey,130.3 km/h,good length,on off stump.
17.3,0,C Brathwaite,A Carey,131.5 km/h,short length,on middle stump.
17.2,0,C Brathwaite,A Carey,126.0 km/h,full length,on middle stump.
17.1,1,C Brathwaite,S Smith,125.7 km/h,full length,on off stump.
16.6,0,J Holder,A Carey,134.3 km/h,short length,outside off stump.
16.5,0,J Holder,A Carey,130.6 km/h,short length,outside off stump.
16.4,0,J Holder,A Carey,132.0 km/h,short length,outside off stump.
